Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,"Inversiones en subsidiarias, negocios conjuntos y asociadas",Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
800244105,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,397504,1604424,9862187,208944,2086752,1892,,,14161703,4672967,18834670,5149294,40846684,,43678,118546847,172213,1691694,,,1700129,,,,,168150539,186985209,550104,,550104,2538411,307962,10872999,2208,14271684,,14271684,,,,8152361,3558520,,27098672,,38809553,53081237,95813680,10260699,,,65383459,19050176,668984,-57273026,133903972,186985209
800244105,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,253616,680158,8198505,291134,2319799,7333,,,11750545,4200129,15950674,5149294,40148296,,302907,123851786,172213,1741394,,,1696152,,,,,173062042,189012716,554464,,554464,3141504,165770,11994653,207930,16064321,,16064321,,,,11659472,3482542,,24661858,,39803872,55868193,95814680,11504380,,,68143668,19050176,668984,-62037365,133144523,189012716
800030932,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,527152,9741838,475078,,,,757286,,11501354,,11501354,,89432962,,,,,,,,84030,,,13101555,,102618547,114119901,1421238,,1421238,11067843,11329406,13314425,329441,37462353,,37462353,,,,,13113046,,15463514,,28576560,66038913,4985003,,,,,78031975,375331,-35311321,48080988,114119901
800030932,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,197774,7294256,430640,,,,21953,,7944623,,7944623,,85433249,,,,,,,,335508,,,13036789,,98805546,106750169,2003890,,2003890,12788144,14756973,11163386,545858,41258251,,41258251,,,,,17627127,,12840830,,30467957,71726208,4985003,,,,,78094858,375331,-48431231,35023961,106750169
800099903,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,8654205,140462546,35398282,7172634,,,328817,,192016484,,192016484,73361,32459649,,21567,20953759,,,123924866,,3868152,,,22003,,181323357,373339841,3649476,,3649476,121710694,2594643,19872200,,147827013,,147827013,7666832,231464,7898296,148304,,,167132957,,175179557,323006570,9519968,11735711,,,,,92783872,-63706280,50333271,373339841
800099903,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,8117998,112931329,36284087,6981241,,14354,295057,,164624066,,164624066,73361,34964724,,31441,20754182,,,116433120,,5343506,,,22003,,177622337,342246403,3290243,,3290243,90647604,1486931,17739998,,113164776,,113164776,8130371,158000,8288371,148304,,,169981868,,178418543,291583319,9519968,11735711,,,,,92533253,-63125848,50663084,342246403
900308801,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,405522,493273,5365188,,,,,,6263983,,6263983,81201272,4670458,,,20200333,40041993,,13718290,,1354401,,0,7958770,,169145517,175409500,76306,,76306,1593509,1001919,3013136,14349063,20033933,,20033933,,,,,22121975,,6356508,,28478483,48512416,2775000,75579195,,,,,,48542889,126897084,175409500
900308801,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,380470,236463,2848618,,,,,,3465551,,3465551,77363324,4101838,,,29352451,40041993,,14524693,,1354401,,,7958770,,174697470,178163021,98425,,98425,1173221,348093,4605310,18579915,24804964,,24804964,,,,,22121975,,6153239,,28275214,53080178,2775000,75579195,,,,,6458148,40270500,125082843,178163021
901009415,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,84237,104256,,17108,,,,,205601,,205601,39840043,,,,,,,10556570,,,,,,,50396613,50602214,,,,1070668,92256,,,1162924,,1162924,,,,5136007,,,,,5136007,6298931,314947,,,,1859107,,500000,41629229,44303283,50602214
901009415,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,,,,988,,,,,988,,988,31508672,,,,,,,7998033,,,,,,,39506705,39507693,,,,,62578,,,62578,,62578,,,,,,,,,,62578,314947,,,,2831224,,500000,35798944,39445115,39507693
800136505,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,4411149,21309880,22103402,,,794552,826648,,49445631,,49445631,,31731821,,233710,,10031342,,,,15444641,,,,,57441514,106887145,1909929,1312299,3222228,15699743,2357798,10236142,3015247,34531158,,34531158,,,,,11591248,,27476365,920645,39988258,74519416,7266540,,,,,6639073,2342486,16119630,32367729,106887145
800136505,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4280284,21850628,18434518,,,946465,832867,,46344762,,46344762,,29903570,,244330,,9050998,,,,15722152,,,,,54921050,101265812,1736198,742579,2478777,14015177,1961608,15030615,3089523,36575700,,36575700,,,,,11117968,,24028189,1543863,36690020,73265720,5284756,,,,,6535056,3950682,12229598,28000092,101265812
800210501,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1668238,945373,,,,,,,2613611,,2613611,96306871,79777627,,,44832298,,,27975678,,2356543,,,,,251249017,253862628,,,,5013391,,494668,,5508059,,5508059,,,,5215229,19452971,,1340909,,26009109,31517168,8220000,,,,,,45286406,168839054,222345460,253862628
800210501,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,853293,4825796,,,,,,,5679089,,5679089,58883909,63219951,,,39431280,,,29381595,,1962076,,,,,192878811,198557900,,,,5786397,,,,5786397,,5786397,,,,6530098,13077611,,,,19607709,25394106,8220000,,,,,,-329528,165273322,173163794,198557900
860013704,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,42726676,25123368,10731780,3020376,0,0,610139,0,82212339,0,82212339,0,176243254,0,0,2997702,0,0,13116954,0,0,0,0,0,0,192357910,274570249,4279045,333118,4612163,30012825,3039932,349788,0,38014708,0,38014708,873740,0,873740,14991535,13018164,0,2827198,0,31710637,69725345,58117673,0,0,,0,0,104964914,41762317,204844904,274570249
860013704,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,32272851,46836042,11069614,1332028,0,0,576606,0,92087141,0,92087141,0,162311737,0,0,3912526,0,0,10333315,0,0,0,0,0,0,176557578,268644719,4404053,1106618,5510671,23892594,3422857,266870,0,33092992,0,33092992,1009327,0,1009327,15679491,17509635,0,2857549,0,37056002,70148994,58117673,0,0,,0,0,90082301,50295751,198495725,268644719
890100703,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,534583,71158235,18164920,9697806,,,,,99555544,24973,99580517,23004023,46999566,,26666,11885341,54524,,2670705,,102640,,389004,,,85132469,184712986,,,,102591094,10346050,15554512,255,128491911,,128491911,877686,639976,1517662,28099232,7295092,,45151151,,82063137,210555048,2160000,,,,,42679,200147,-28244888,-25842062,184712986
890100703,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,303580,62886125,17294106,12473812,,21008,,,92978631,24973,93003604,23244358,43702148,,16344,11457872,46163,,2664690,,129473,,281648,,,81542696,174546300,,,,109889389,16336543,21518293,255,147744480,,147744480,878167,888934,1767101,31635345,5524188,,28474932,,67401566,215146046,3160000,19000000,,,,42679,200147,-63002572,-40599746,174546300
890925108,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1434229,100725096,22254442,0,,,1290879,,125704646,28545,125733191,,152565357,,326185,36739574,,,759674,,,,25261276,,,215652066,341385257,2198663,,2198663,33955869,6131378,9918378,6239044,58443332,,58443332,1765077,,1765077,,11659464,,35996720,,49421261,107864593,11426976,1656341,,,,,163766045,56671302,233520664,341385257
890925108,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2495861,50280665,20821291,0,,,5551460,,79149277,28545,79177822,,160165431,,376918,36724213,,,1191212,,,,23777836,,,222235610,301413432,1818950,,1818950,31811565,1276437,14095856,4193074,53195882,,53195882,58789,,58789,,14296054,,30000000,,44354843,97550725,11426976,1656341,,,,,149312012,41467378,203862707,301413432
890300604,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,6790054,14527921,10286442,,,,610169,,32214586,0,32214586,,31564306,,,1629945,,,,,165381,,,85608631,20001635,138969898,171184484,1363216,2494288,3857504,6417319,1623247,,4698360,16596430,,16596430,,4355299,4355299,,,,166325275,19603817,190284391,206880821,9600000,788167,,,,17701252,18024649,-81810405,-35696337,171184484
890300604,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,5705852,66855594,10939873,,,,459752,,83961071,,83961071,,30905715,,,2042226,,,,,603840,,,39560478,8060363,81172622,165133693,775145,1334916,2110061,55659880,472103,,1076332,59318376,,59318376,,6206980,6206980,,,,68194161,16971116,91372257,150690633,9600000,788167,,,,17701252,18024649,-31671008,14443060,165133693
860004902,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,5459422,35616608,54375,527856,0,0,0,0,41658261,0,41658261,,138329,,,9447343,3587221,,63,,10362,,,,,13183318,54841579,369991,,369991,39339849,237768,,,39947608,,39947608,,,,,,,,,,39947608,2312000,,,,,,5414910,7167061,14893971,54841579
860004902,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4286324,31469280,52694,886534,0,0,5864,0,36700696,30404,36731100,,192145,,,6563276,2927313,,,,25434,,,,,9708168,46439268,305477,,305477,34765146,229791,2664,,35303078,,35303078,,,,,,,,,,35303078,2312000,,,,,,3548029,5276161,11136190,46439268
830002571,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1307532,11679642,1364,658161,,,,,13646699,,13646699,,4757019,,,234892,,,,,120852,,,,,5112763,18759462,996152,,996152,6983986,568130,2731712,,11279980,,11279980,,,,2529195,86131,,,,2615326,13895306,2143315,,,,2321695,,305222,93924,4864156,18759462
830002571,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,465028,9364327,1645,599153,,,,,10430153,,10430153,,4859039,,,240238,,,,,,,,,,5099277,15529430,792495,,792495,5439708,488021,1426847,,8147071,,8147071,,,,2505242,506288,,,,3011530,11158601,2143315,,,,1710939,,297747,218828,4370829,15529430
890803003,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,55496,4009310,594680,,,,,,4659486,,4659486,,15083171,,,,4151468,,1902800,,,170472,,,,21307911,25967397,115823,,115823,467635,0,1592894,1520388,3696740,,3696740,,,,6159799,1213018,,,,7372817,11069557,225041,417820,,,12574500,,1610640,69839,14897840,25967397
890803003,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,98748,7242090,534158,,,,,,7874996,,7874996,,15350425,,,,4016013,,7544705,,,0,,,,26911143,34786139,108064,,108064,631455,100903,2286702,4413867,7540991,,7540991,,,,11075018,1378716,,,,12453734,19994725,225041,454838,,,11790188,,1610640,710707,14791414,34786139
800141506,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1677293,17211445,60727389,1573026,823827,5016089,69292,,87098361,,87098361,,61618525,,,,40968333,,,,526222,,4560492,,,107673572,194771933,1190653,,1190653,24668450,1311727,49365178,5441926,81977934,,81977934,,,,,7574007,,22299745,,29873752,111851686,3017616,2500000,,,,,41400738,36001893,82920247,194771933
800141506,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,999603,17258308,94862445,1118488,1524338,2033191,107303,,117903676,,117903676,,64037713,,,,52500836,,,,3112604,,405932,,,120057085,237960761,1373212,,1373212,31524800,907140,56163181,26658491,116626824,,116626824,,,,,4402598,,31459864,,35862462,152489286,3017616,2500000,,,,,42479564,37474295,85471475,237960761
860002302,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,9295814,78270362,46936115,,,,717635,,135219926,,135219926,4310302,191601374,,716438,,1289362,,,,,,582911,,,198500387,333720313,,1005145,1005145,41714403,5940770,,4134073,52794391,,52794391,14654800,,14654800,,20672100,,,411742,35738642,88533033,606922,14771326,,,,19590952,99487549,110730531,245187280,333720313
860002302,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,9567975,80737577,38785964,,,,1076252,,130167768,,130167768,4882881,201840690,,1167159,,1252823,,,,,,926528,,,210070081,340237849,,948546,948546,57352623,4623356,,4403489,67328014,,67328014,12682938,,12682938,,22065775,,,324069,35072782,102400796,606922,14771326,,,,27109457,102160079,93189269,237837053,340237849
817002510,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1286977,60722064,9555208,3243612,,,138921,,74946782,,74946782,,31778246,,,,,,350498,,,,,,,32128744,107075526,349231,0,349231,11816408,12519215,,,24684854,,24684854,,,,,1629312,,,,1629312,26314166,5783876,25304414,,,,,11130491,38542579,80761360,107075526
817002510,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,4174979,46766515,6408178,586640,,,122176,,58058488,,58058488,,32374703,,,,,,366190,,,,,,,32740893,90799381,250206,,250206,9642353,11738505,,,21631064,,21631064,,,,,1578777,,,,1578777,23209841,5783876,25304414,,,,,7373386,29127864,67589540,90799381
900317003,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,40744608,30731737,,85576,,,,,71561921,,71561921,,,,8000000,,,,,,,,1747431682,,,1755431682,1826993603,,,,23417653,110865,43410898,,66939416,,66939416,,,,,,,,,,66939416,78410460,1489779731,,,,,153152471,38711525,1760054187,1826993603
900317003,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1600928,,,60759,,,,,1661687,,1661687,,,,8000000,,,,,,,,1674833967,,,1682833967,1684495654,,,,13530,123584,,,137114,,137114,,,,,,,,,,137114,78410460,1489779731,,,,,130477619,-14309270,1684358540,1684495654
890300466,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,60607845,292659486,221277036,24266695,,1137127,,,599948189,,599948189,73457552,362965242,27520431,53400473,,862626762,,5978182,,,,4122,83498,,1386036262,1985984451,1390901,6471882,7862783,261052519,,131300746,17836257,418052305,,418052305,11849775,259622,12109397,46890817,50766286,,219269684,7963686,336999870,755052175,22203255,131393446,,,,152110488,614826721,310398366,1230932276,1985984451
890300466,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,70013558,305318790,176334727,20701991,,86639,,,572455705,,572455705,105217950,336198912,27520431,123329702,,531385717,,4867788,,,,3784,83498,,1128607782,1701063487,1344275,8854461,10198736,182130226,,109954009,15934442,318217413,,318217413,12502253,249149,12751402,4360372,75907927,,185374770,6986552,285381023,603598436,22203255,131393446,,,,153354975,526980054,263533321,1097465051,1701063487
800078108,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,893851,13556421,21434142,1811312,0,0,714930,0,38410656,0,38410656,2154302,7141864,0,0,1178044,0,0,0,0,0,0,0,1841,0,10476051,48886707,0,0,0,5060762,2877158,24431142,0,32369062,0,32369062,0,0,0,0,619442,0,1387047,328062,2334551,34703613,5859948,0,0,,0,2703579,1010545,4609022,14183094,48886707
800078108,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,2713621,10882753,23891182,1935045,0,0,714,241476,39664791,0,39664791,6838053,8200903,,,1047129,,,,,,,,69165,,16155250,55820041,,,,6709656,2890187,23998527,,33598370,,33598370,,,,,591792,,4505842,262786,5360420,38958790,6206864,,0,,0,4316271,1049097,5289019,16861251,55820041
890201210,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,15724878,39213962,7264525,12336046,0,28881,7041975,0,81610267,0,81610267,6886440,234892761,0,1443265,0,7572999,0,2594561,0,19319914,0,39619041,10280493,,322609474,404219741,17786725,16135729,33922454,41419320,1698385,0,3814719,80854878,0,80854878,199336233,262871,199599104,0,10872143,0,0,0,210471247,291326125,83191455,4364081,0,,0,5851806,32178700,-12692426,112893616,404219741
890201210,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,35729356,36047602,6398087,11191979,0,712679,1075705,0,91155408,0,91155408,6886440,245752848,0,1863819,0,19223542,0,0,0,33722557,0,38906646,,,346355852,437511260,17673116,16476790,34149906,32007723,3041065,0,10913490,80112184,0,80112184,198126843,198000,198324843,0,11998693,0,0,0,210323536,290435720,83191455,4364081,0,,0,8777535,37326822,13415647,147075540,437511260
830512304,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,635552,10694903,2535359,0,0,215299,0,0,14081113,0,14081113,0,8259711,0,160000,0,313444,0,11010425,0,18980,0,0,0,0,19762560,33843673,393857,,393857,4724855,1698723,329220,213638,7360293,,7360293,,,,9747490,,421920,9924851,164917,20259178,27619471,3000000,,,,,,493898,2730304,6224202,33843673
830512304,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,923369,20055815,2815453,,,,87286,,23881923,,23881923,,7857112,,0,,170682,,11949162,,18980,,,,,19995936,43877859,524506,,524506,12411325,1424459,485354,158151,15003795,,15003795,,,,9788764,,304165,10003133,256589,20352651,35356446,3000000,,,,,,493898,5027515,8521413,43877859
900111607,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,19767,,,4194,,,,,23961,,23961,,,,,257706018,,,,,,,,,,257706018,257729979,,,,177946,29,,,177975,,177975,,,,,,,,,,177975,4960796,348814736,,,,,-1311110,-94912418,257552004,257729979
900111607,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,22567,,,,,,,,22567,,22567,,,,,244098896,,,,,,,,,,244098896,244121463,,,,257133,3067,,,260200,,260200,,,,,,,,,,260200,4960796,348814736,,,,,-1160382,-108753887,243861263,244121463
900476207,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,257706,258840,3349082,41362,,,130936,,4037926,,4037926,,4092778,,3208,,,,,,304157,,,,,4400143,8438069,77347,,77347,2414583,32365,693430,78244,3295969,,3295969,,,,,188035,,1322166,853650,2363851,5659820,200000,,,,2577034,,,1215,2778249,8438069
900476207,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,421524,16771,3189345,0,,,92157,,3719797,,3719797,,3662811,,0,,,,,,16225,,,,,3679036,7398833,85557,,85557,1558444,61052,256014,73486,2034553,,2034553,,,,,26116,,1254813,853650,2134579,4169132,200000,,,,3028486,,,1215,3229701,7398833
900229147,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,250748,49369,,,,217589868,,,217889985,,217889985,,700164,,,,,,,,6570719,,80335586,,,87606469,305496454,,,,200086,5494489,1714661,,7409236,,7409236,,,,,103778,,211233750,,211337528,218746764,444532,49624636,,,,,222266,36458256,86749690,305496454
900229147,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,231658,,,360861,,156639771,,,157232290,,157232290,,707943,,,,,,,,270630,,80318586,,,81297159,238529449,,,,311350,142100,,,453450,,453450,,,,,98640,,150990400,,151089040,151542490,444532,49624636,,,,,,36917791,86986959,238529449
860051704,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,77337,2508293,,4456,,,,,2590086,,2590086,,130216,,,,,,,,34844,,,,,165060,2755146,,,,462,76417,,,76879,,76879,,,,,2381,,,,2381,79260,217000,27160,,,,,1378624,1053102,2675886,2755146
860051704,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,188691,2148717,,4279,,,,,2341687,,2341687,,130773,,,,,,,,39299,,,,,170072,2511759,,,,440,86481,,,86921,,86921,,,,,2126,,,,2126,89047,217000,27160,,,,,1133726,1044826,2422712,2511759
900044503,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,5391,3604964,5546164,,,,,,9156519,,9156519,,5430443,,,,,5033353,,,,,271711,,,10735507,19892026,,,,1184955,,501719,,1686674,,1686674,,,,4767101,,,3630248,,8397349,10084023,1072000,,,,,100000,343786,8292217,9808003,19892026
900044503,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,6274,559774,5223808,,,,,,5789856,,5789856,,5448989,,,,,4846932,,,,,271713,,,10567634,16357490,,,,1171109,,36206,,1207315,,1207315,,,,1871960,,,3380853,,5252813,6460128,1072070,,,,,100000,369490,8355802,9897362,16357490
800182204,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1172599,4041290,43131330,944164,0,0,9783,0,49299166,,49299166,,1295137,,,2236682,,,,,,,,,,3531819,52830985,,0,0,1553904,164499,2378567,17682307,21779277,,21779277,,,,,,,12553146,1598945,14152091,35931368,4000000,,,,,1020402,6879691,4999524,16899617,52830985
800182204,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1136057,3751487,31378233,936626,0,0,9627,0,37212030,,37212030,,1577014,,,2535799,,,,,,,,,,4112813,41324843,,301000,301000,2478117,170651,8041611,3109601,14100980,,14100980,,,,,,,596115,6434459,7030574,21131554,8000000,,,,,1330383,3995538,6867368,20193289,41324843
900197303,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,964212,1693540,,2768788,,,394540,,5821080,,5821080,127417435,278600,,39223,,26942151,,,,,,,200000,,154877409,160698489,1886412,,1886412,1643979,31922,,330291,3892604,,3892604,,,,,40822,,,20787276,20828098,24720702,38191516,162185631,,,,,-15877362,-48521998,135977787,160698489
900197303,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3789566,1369958,,2060188,,,21047,,7240759,,7240759,124710461,245157,,,,583737,,,,350754,,,200000,,126090109,133330868,1868268,,1868268,1352567,,,232370,3453205,,3453205,,,,,,,,11157496,11157496,14610701,34252420,126733763,,,,,-1869462,-40396554,118720167,133330868
830111031,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3246810,14129410,265978,21642,,,8441,,17672281,,17672281,,130710430,,,33337858,,,6491615,,702017,,27442392,,,198684312,216356593,89530,,89530,102792,523252,45757476,97730,46570780,,46570780,,,,2694238,135427,,55198961,4139991,62168617,108739397,238397,125780,,,1127003,65969842,25765684,14390490,107617196,216356593
830111031,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,722585,897302,265978,20248,,,10913,,1917026,,1917026,,110307523,,,24364641,,,6144391,,8604,,29744481,,,170569640,172486666,69807,,69807,508357,2115821,31631924,124202,34450111,,34450111,,,,701312,70890,,52022025,28522,52822749,87272860,294651,11341633,,,1127003,46684834,17588247,8177438,85213806,172486666
800001204,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,136789,20949121,,75396,3090142,,,,24251448,,24251448,,5093244,,,,,,6622075,,,,43273328,,,54988647,79240095,,,,2903990,185136,8759831,8503,11857460,,11857460,,,,,,,10096413,25743450,35839863,47697323,1894014,1751330,,,,,955120,26942308,31542772,79240095
800001204,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,134442,28472261,,102042,2974583,,,,31683328,,31683328,,5007287,,,,,,8226640,,,,43273328,,,56507255,88190583,,,,3158803,71744,4314845,12275,7557667,,7557667,,,,,,,13510131,37294022,50804153,58361820,1894014,1751330,,,,,955120,25228299,29828763,88190583
890908901,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1482641,15738294,7752572,3441370,0,0,102768,0,28517645,1138059,29655704,0,137858903,0,5875767,0,93859467,0,0,0,0,0,0,0,0,237594137,267249841,0,0,0,13463388,0,7039815,5445927,25949130,,25949130,0,0,0,89653058,9849366,0,8570807,,108073231,134022361,5312360,4923404,0,,0,0,22156846,100834870,133227480,267249841
890908901,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1660825,16157687,5379991,3518803,0,0,8991026,0,35708332,1616659,37324991,0,128289235,0,5435384,0,41394236,0,0,0,2519,0,0,0,0,175121374,212446365,0,924,924,12534492,0,7574226,4171516,24281158,,24281158,0,0,0,37070016,9600160,0,11477839,,58148015,82429173,5312360,4923404,0,,0,0,19950465,99830963,130017192,212446365
804010334,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,361417,4632811,6363388,344893,,,660133,,12362642,,12362642,,5161511,,473532,,6921169,,6678169,,516621,,,,,19751002,32113644,698224,,698224,1373418,93778,1718012,14568,3898000,,3898000,,9775,9775,113872,593728,,2135663,,2853038,6751038,1130556,15447681,,,2377510,,4148040,2258819,25362606,32113644
804010334,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,28167,6191443,5033854,388216,,,453273,,12094953,,12094953,,6313206,,591915,,7137863,,5088346,,701890,,,,,19833220,31928173,855313,,855313,1371222,144495,913803,22406,3307239,,3307239,,71,71,84331,738674,,3613251,,4436327,7743566,1130556,15447681,,,2062746,,4148040,1395584,24184607,31928173
890401608,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,263117,4909235,3352989,4250322,,262443,379764,,13417870,,13417870,2118752,56828165,,117410,0,,,353506,,1016709,,,,,60434542,73852412,571308,,571308,4098545,1260867,1279767,1379984,8590471,,8590471,,7427635,7427635,,,,,,7427635,16018106,32002,2501259,,,,15568517,17911806,21820722,57834306,73852412
890401608,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2126442,5084702,658047,2524367,,873600,370693,,11637851,,11637851,1190701,55896975,,113577,1722658,,,705430,,1481208,,,,,61110549,72748400,316452,,316452,4266314,840693,2856800,2011964,10292223,,10292223,,7291668,7291668,,,,,,7291668,17583891,32002,3846517,,,,12347045,18545373,20393572,55164509,72748400
890903310,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,8276899,82697132,58968391,,,142188,904178,,150988788,,150988788,16464228,92441232,,970863,,114972117,,2161550,,3798898,,24643,302597,,231136128,382124916,1911237,7289120,9200357,85253124,104467,26407067,1612461,122577476,,122577476,964080,,964080,34584529,,,47536044,,83084653,205662129,221600,950000,,,,,138431934,36859253,176462787,382124916
890903310,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3309058,82756026,57584009,,,31241,1007443,,144687777,,144687777,9733474,97940379,,116959,,97629594,,2033279,,6230059,,24153,291524,,213999421,358687198,1923315,1710210,3633525,67142191,403964,9665488,41071,80886239,,80886239,631486,,631486,0,,,66550753,,67182239,148068478,221600,950000,,,,,130685224,78761896,210618720,358687198
860037804,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1417,569294,,,,,,,570711,,570711,10350870,7276242,,,12765815,,,3799668,,554833,,188,8015,,34755631,35326342,,,,381577,3659,1703879,,2089115,,2089115,,,,1075550,2628302,,760000,,4463852,6552967,10000,9895511,,,,2700635,11575509,4591720,28773375,35326342
860037804,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,6113,5389,,,,,,,11502,,11502,15975250,4741654,,,11849255,,,4227464,,985331,,563,5066,,37784583,37796085,,,,622811,35412,1665163,,2323386,,2323386,,,,1008054,2590633,,1408272,,5006959,7330345,10000,9895511,,,,3270435,10529261,6760533,30465740,37796085
